IsFromCustomer,Text,index
False,more  angle for shoulders move the shoulders ,0
False,less angle for legs keep the legs ,0
False,less angle for arms keep the arms straight,0
False,more  angle for shoulders keep the shoulders straight,0
False,more  angle for ankle move the ankle ,0
False,more  angle for neck move your neck straight,0
False,more  angle for arms bend the arms straight,0
False,more  angle for arms keep your arms straight,0
False,less angle for hips relax the hips straight,0
False,less angle for legs bend your legs ,0
False,more  angle for backbone relax the backbone straight,0
False,more  angle for hips move the hips ,0
False,more  angle for ankle bend the ankle ,0
False,less angle for backbone relax your backbone ,0
False,less angle for backbone keep the backbone ,0
False,less angle for ankle bend the ankle straight,0
False,more  angle for backbone move your backbone ,0
False,less angle for backbone keep your backbone ,0
False,less angle for  relax your  ,0
False,less angle for arms keep your arms ,0
False,less angle for ankle bend your ankle straight,0
False,less angle for backbone keep the backbone ,0
False,more  angle for hips bend the hips ,0
False,more  angle for ankle keep your ankle ,0
False,more  angle for legs move the legs ,0
False,more  angle for ankle relax the ankle straight,0
False,less angle for hips move the hips straight,0
False,more  angle for legs move your legs ,0
False,more  angle for  bend your  ,0
False,less angle for  bend your  ,0
False,more  angle for knees move the knees ,0
False,less angle for knees bend the knees ,0
False,less angle for hands move your hands ,0
False,less angle for  relax the  ,0
False,more  angle for shoulders relax your shoulders ,0
False,less angle for ankle move the ankle ,0
False,less angle for ankle bend the ankle ,0
False,less angle for hips relax your hips ,0
False,less angle for head relax your head ,0
False,less angle for knees relax your knees straight,0
False,more  angle for head keep your head straight,0
False,less angle for hands move your hands ,0
False,more  angle for legs keep the legs ,0
False,less angle for legs move the legs ,0
False,more  angle for ankle move your ankle ,0
False,more  angle for  keep the  ,0
False,less angle for shoulders keep the shoulders ,0
False,more  angle for hips relax the hips ,0
False,less angle for ankle relax your ankle ,0
False,more  angle for arms keep your arms straight,0
False,less angle for  move the  ,0
False,less angle for hips move the hips ,0
False,less angle for knees relax your knees ,0
False,less angle for  keep the  ,0
False,less angle for hands relax the hands ,0
False,less angle for legs bend the legs ,0
False,less angle for neck move your neck straight,0
False,less angle for legs relax the legs ,0
False,more  angle for neck move the neck ,0
False,less angle for  keep your  ,0
False,less angle for  relax the  ,0
False,more  angle for backbone keep the backbone ,0
False,more  angle for backbone keep the backbone ,0
False,more  angle for knees move the knees ,0
False,less angle for backbone bend the backbone ,0
False,more  angle for neck bend the neck ,0
False,less angle for ankle relax the ankle straight,0
False,more  angle for legs relax the legs straight,0
False,more  angle for legs keep your legs ,0
False,more  angle for hips bend the hips straight,0
False,more  angle for knees bend the knees ,0
False,less angle for hips keep your hips ,0
False,more  angle for head bend the head ,0
False,less angle for hips relax your hips straight,0
False,less angle for arms keep your arms ,0
False,more  angle for backbone move your backbone ,0
False,less angle for neck move the neck ,0
False,less angle for arms keep the arms straight,0
False,more  angle for  relax your  ,0
False,less angle for  move the  straight,0
False,less angle for  move your  ,0
False,less angle for arms relax your arms ,0
False,more  angle for backbone relax the backbone ,0
False,more  angle for arms keep your arms ,0
False,more  angle for backbone keep your backbone ,0
False,less angle for ankle keep your ankle ,0
False,less angle for arms move the arms ,0
False,more  angle for head keep the head ,0
False,less angle for shoulders relax your shoulders ,0
False,more  angle for neck move the neck straight,0
False,less angle for head bend the head ,0
False,more  angle for shoulders relax your shoulders ,0
False,more  angle for head keep the head ,0
False,more  angle for ankle move your ankle ,0
False,more  angle for hands relax the hands ,0
False,more  angle for arms keep your arms straight,0
False,more  angle for neck relax the neck ,0
False,less angle for shoulders bend your shoulders straight,0
False,less angle for shoulders keep your shoulders ,0
False,more  angle for shoulders relax your shoulders ,0
