isFromCustomer,Text,index
False,more  angle for shoulders keep your shoulders please,0
False,more  angle for knees bend the knees straight,0
False,more  angle for arms keep your arms please,0
False,more  angle for backbone keep your backbone straight,0
False,less angle for knees move your knees please,0
False,more  angle for backbone move the backbone ,0
False,less angle for arms relax your arms please,0
False,more  angle for arms move your arms ,0
False,more  angle for head bend your head straight,0
False,more  angle for  relax your  ,0
False,more  angle for head bend the head straight,0
False,more  angle for ankle move your ankle straight,0
False,less angle for shoulders relax the shoulders straight,0
False,less angle for neck bend your neck straight,0
False,more  angle for backbone keep your backbone ,0
False,more  angle for head bend your head please,0
False,more  angle for arms bend the arms ,0
False,more  angle for  bend your  straight,0
False,more  angle for ankle relax the ankle ,0
False,more  angle for knees move the knees please,0
False,more  angle for  keep the  straight,0
False,more  angle for arms bend your arms straight,0
False,less angle for head keep the head ,0
False,more  angle for shoulders bend your shoulders please,0
False,more  angle for  move your  straight,0
False,more  angle for backbone move the backbone straight,0
False,less angle for knees keep the knees straight,0
False,more  angle for arms bend the arms ,0
False,less angle for shoulders keep your shoulders please,0
False,more  angle for head keep your head ,0
False,more  angle for  bend your  ,0
False,more  angle for  bend your  ,0
False,more  angle for shoulders bend the shoulders please,0
False,less angle for neck bend the neck please,0
False,less angle for  keep the  ,0
False,more  angle for neck keep your neck ,0
False,more  angle for hands move the hands straight,0
False,less angle for backbone keep your backbone ,0
False,more  angle for neck relax your neck please,0
False,less angle for  bend the  please,0
False,less angle for knees move your knees straight,0
False,more  angle for  relax the  straight,0
False,more  angle for neck move your neck straight,0
False,less angle for knees relax the knees ,0
False,less angle for ankle keep the ankle ,0
False,more  angle for arms keep the arms ,0
False,more  angle for head keep your head ,0
False,more  angle for hands relax your hands ,0
False,less angle for ankle move your ankle ,0
False,more  angle for knees bend your knees straight,0
False,more  angle for legs relax your legs ,0
False,more  angle for arms relax your arms ,0
False,more  angle for  keep your  straight,0
False,more  angle for shoulders keep the shoulders please,0
False,more  angle for head relax the head straight,0
False,less angle for backbone relax your backbone ,0
False,less angle for hands keep your hands ,0
False,more  angle for hands move your hands ,0
False,less angle for head move the head straight,0
False,less angle for  keep the  please,0
False,more  angle for legs relax your legs straight,0
False,more  angle for legs keep your legs straight,0
False,more  angle for hands relax the hands straight,0
False,more  angle for head keep the head ,0
False,less angle for hands keep the hands straight,0
False,less angle for head move the head please,0
False,less angle for arms relax the arms ,0
False,more  angle for shoulders keep your shoulders ,0
False,less angle for legs move your legs ,0
False,less angle for shoulders keep the shoulders ,0
False,less angle for head keep your head ,0
False,less angle for head keep the head ,0
False,more  angle for hands move your hands ,0
False,less angle for shoulders move the shoulders ,0
False,less angle for arms move your arms ,0
False,more  angle for hips keep the hips straight,0
False,more  angle for arms move your arms ,0
False,less angle for backbone bend the backbone please,0
False,less angle for knees move the knees ,0
False,more  angle for ankle bend the ankle straight,0
False,more  angle for ankle keep your ankle straight,0
False,more  angle for hips relax your hips ,0
False,less angle for arms move your arms straight,0
False,more  angle for backbone relax the backbone ,0
False,more  angle for neck move your neck please,0
False,more  angle for shoulders keep your shoulders ,0
False,more  angle for hips bend the hips ,0
False,more  angle for head move your head ,0
False,more  angle for head keep your head please,0
False,less angle for hands bend your hands straight,0
False,more  angle for knees move the knees please,0
False,more  angle for  move the  please,0
False,less angle for legs keep your legs straight,0
False,more  angle for neck relax the neck straight,0
False,less angle for hands keep the hands ,0
False,more  angle for neck relax your neck please,0
False,less angle for hips keep your hips straight,0
False,more  angle for hands keep your hands please,0
False,less angle for hands keep the hands please,0
False,more  angle for hands keep your hands ,0
